Folder,Subfolder,Filename,EntryIndex,Raw Transcription
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4100.HEIC,1,"Q1: 45 | Q2: Female | Q3: Star, Idaho | Q4: once | Q5: disgusting portos | Q6: The 10 principles | Q7: I experienced all of the emotions | Q8: Visiting with my best friend | Q9: not being able to let go of my defuntt programming | Q10: The many layers of unexpected Objects, werts, ideas, aut for example Sky divers at the Sunrise I sat in the deep playa"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4095.HEIC,1,"Q1: 39 | Q2: Male | Q3: Canada | Q4: I can't see, in the rust | Q5: The intricacys of the Plave wooks | Q6: All of you | Q7: Inspiration Juss | Q8: Moist | Q9: Rufus De Sol | Q10: ACID"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4095.HEIC,2,"Q1: 33 | Q2: Female | Q3: Canada | Q4: 1 | Q5: stinkay | Q6: orgr Dome | Q7: Horny, and Horuviand | Q8: vorce Horny | Q9: Rufus Desol No crying | Q10: ACID Climbing the Hearts"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4095.HEIC,3,Q1: 40 | Q2: MALE | Q3: Canada | Q4: 3 | Q5:  | Q6:  | Q7: Horny. exciting | Q8: Im a man | Q9: ACID Driving | Q10: Deep Plkova
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4109.HEIC,1,"Q1: 41 | Q2: Female | Q3: Reno | Q4: 7 | Q5: Exhaustion, resentment of ""freshies"" rolling in late in the week, not helping. Weather. | Q6: Surprise food, gifts, conversations, art, community - time w/ husband | Q7: Excitement, annoyance, happiness, sadness, resentment, exhaustion | Q8: Camp mates | Q9: Feeling like I wouldn't get to spend time with my husband. | Q10: Performance @11:11 on Fri 36 Logistics of Brc"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4109.HEIC,2,"Q1: 45 | Q2: Male | Q3: Reno | Q4: 4 | Q5: Weather, working too much, loneliness | Q6: People connection | Q7: Fear, loneliness, joy, compassion | Q8: Awaiting laughter today | Q9: Don't cry | Q10: the $people spend w/o return"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4102.HEIC,1,"Q1: 33 | Q2: F | Q3: Nomadl Orange County | Q4: 4 | Q5: Bad weather, rain | Q6: fun experiences | Q7: Joy, fulfillment, exhaustion | Q8: Chicken ranch | Q9: writing a name in temple for the 1st time | Q10: Seeing all the creativity"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4088.HEIC,1,Q1: 60 | Q2: TRANS FEMALE | Q3: CENTRAL OREGOIN | Q4: 7 | Q5: UNPREPARED | Q6: COLLECTIVE COOPERATION | Q7: ALL OF THEM | Q8: THE ABSURDITY | Q9: THE NONTON DESTRUCTION | Q10: THE RESILIENCE !!
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4089.HEIC,1,Q1: 34 | Q2: MALE | Q3: HOUSTON | Q4: #9 | Q5: FOLICE People who DO NOT want TO BE HELE | Q6: Pranks | Q7: the propre who do want jobe heme | Q8: Souk Juice | Q9: my Brother Not being heve | Q10: Art CARS
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4103.HEIC,1,"Q1: 28 | Q2: female & whatever | Q3: Las vegar | Q4: 3 | Q5: Bad attitude, individualm entitlement | Q6: flexibility | Q7: all | Q8: penis stamp | Q9: sex (or lack thereof) | Q10: the playa providing"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4093.HEIC,1,"Q1: 73 | Q2: M | Q3: MAUI HI | Q4: 1 | Q5: Losing My Group when I Needed Support | Q6: Support from random & heaven people | Q7: Love, Cabin Fever in wind/Rain. Happy, Chilling, missing my mate and dog | Q8: People hanging in Census Lounge | Q9: Remembrance of the Temple | Q10: Late Night Player & Storms. Resiliency of thr Rain after"
2025 Field Notes Images,F2 - Diversity & Inclusion,IMG_4047.HEIC,1,No entries found
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4085.HEIC,1,"Q1: 31 | Q2: Male | Q3: USA/WBronson/Travel alot | Q4: 3 | Q5: Lack of sleep, imbalanced chemicals, dehydration, hary to purp | Q6: Muxe Rat montes Kem happy. Going at a Jerundly pace. Beay specole abant what you want | Q7: Elation, exhaustiom, Lepression, optitions, hope, anxsery, fear, happiness | Q8: People dinny na tiny car playing land hiptop music | Q9: Harvit and yet cried last weke though. I get lovely suvetrines, feel alone =C | Q10: Small nitractores were peaple are really kill make me feel wonder forte human experience!"
2025 Field Notes Images,F2 - Diversity & Inclusion,IMG_4048.HEIC,1,"Q1: 39 | Q2: Female | Q3: Dubap | Q4: once | Q5: Not at all | Q6: Hell No! | Q7: Not at all, ♡. | Q8: Neven I did wore clothes that I could disregard after but becave of emiroment not to fit in."
2025 Field Notes Images,F2 - Diversity & Inclusion,IMG_4046.HEIC,1,No entries found
2025 Field Notes Images,F2 - Diversity & Inclusion,IMG_4049.HEIC,1,"Q1: 27 | Q2: Female | Q3: Denver, Colorado | Q4: First timer! | Q5: I think yes because I am half latina, half ashkenazi Jewish so I look pretty cultural ambiguous and people are often curious about what I am, I also identify as queer. (Sometimes I even feel a bit fetishized for my latin background) | Q6: I think as a cis gender/feminine looking queer woman I sometimes play with my appearance based on who I want to attract. | Q7: Same as #5 | Q8: no"
2025 Field Notes Images,B1 - Survival,IMG_4065.HEIC,1,No entries found
2025 Field Notes Images,B1 - Survival,IMG_4073.HEIC,1,Q1: 27 | Q2: M | Q3: NYC | Q4: 1 | Q5: Tent | Q6: Watermelon | Q7: 8 days | Q8: Experione Help
2025 Field Notes Images,B1 - Survival,IMG_4069.HEIC,1,"Q1: 55 | Q2: M | Q3: [Blank] | Q4: [Blank] | Q5: my homemade solar camper van | Q6: triquetra flow toys & | Q7: 2 weeks | Q8: I do my best to help others instead. I kind of hate asking for help, for better or worse."
2025 Field Notes Images,B1 - Survival,IMG_4069.HEIC,2,"Q1: 34 | Q2: M | Q3: Nomad | Q4: 4 | Q5: my homemade solar camper van | Q6: triquetra flow toys & | Q7: 2 weeks | Q8: I do my best to help others instead. I kind of hate asking for help, for better or worse."
2025 Field Notes Images,B1 - Survival,IMG_4072.HEIC,1,Q1: 39 | Q2: M | Q3: SF | Q4: 5 | Q5: water backpack | Q6: [Blank] | Q7: 121 | Q8: got a genray
2025 Field Notes Images,B1 - Survival,IMG_4075.HEIC,1,Q1: 33 | Q2: F | Q3: NYC | Q4: 1 | Q5: Mask (not) | Q6: Tattoo | Q7: [Blank] | Q8: Everything
2025 Field Notes Images,B1 - Survival,IMG_4078.HEIC,1,Q1: 38 | Q2: M | Q3: Auburn WA | Q4: [Illegible] | Q5: Y | Q6: Yes. This was an excellent chance to explore ouselse and Pachother. Explore torfther and seperat. | Q7: Very Differry
2025 Field Notes Images,B1 - Survival,IMG_4079.HEIC,1,Q1: 54 | Q2: Female | Q3: Houston Texas | Q4: First Timer | Q5: Bake. | Q6: Toilet Paper (101) | Q7: 10 days | Q8: Advise.
2025 Field Notes Images,B1 - Survival,IMG_4080.HEIC,1,Q1: 40 | Q2: F | Q3: 43K | Q4: 3 | Q5: Water pump | Q6: 10 | Q7: Bike | Q8: 4
2025 Field Notes Images,B1 - Survival,IMG_4080.HEIC,2,Q1: 43 | Q2: M | Q3: 49K | Q4: 1 | Q5: [Blank] | Q6: [Blank] | Q7: [Blank] | Q8: [Blank]
2025 Field Notes Images,B1 - Survival,IMG_4068.HEIC,1,"Q1: 53 | Q2: F | Q3: Australia | Q4: 12 | Q5: Wash basin - a perfect size for a bath w/vinegar & a washcloth - must do every day | Q6: this year I debated endlessly about bringing some watercolours and I didn't want to mess with the whole she bang but brought a tiny water brush and a set of holographic paints, then I cut Small tugs from watercolour papr and can make tiny paintings"" | Q7: Zero because I come from overseas and all my stolf lives in the trailer including a tent. At gate jate I had food & water for 1 day but we only had 3 hours wait. | Q8: See clove"
2025 Field Notes Images,B1 - Survival,IMG_4074.HEIC,1,No entries found
2025 Field Notes Images,B1 - Survival,IMG_4081.HEIC,1,"Q1: 57 | Q2: I'm a MAN, Baby! | Q3: Reno | Q4: ~ 16 | Q5: My Bicycle / An Open Mind | Q6: Psychedelics | Q7: 8 Days | Q8: Moral Support. Connection is key!"
2025 Field Notes Images,B1 - Survival,IMG_4077.HEIC,1,"Q1: 38 | Q2: Non Binary-Masc | Q3: Austin, TX | Q4: 1 | Q5: Tent | Q6: Ziplock bags | Q7: 3 days | Q8: To teach me how things work out here"
2025 Field Notes Images,B1 - Survival,IMG_4076.HEIC,1,"Q1: 58 | Q2: M | Q3: CANSON CITY NV | Q4: CAMEL BAUK FULL OF WATER & THINGS | Q5: WHITEBOARD & MARKERS TO PLAW WITH CAMP | Q6: ""SUNUNE"" = 3 DMS WITHIND WATIR MAX SKIP showns & Cookky 50 A MONTH? | Q7: I CR MECT = DRINKING WATER WHEN ITS IN SOLIO GALIS TO CONTAMINATE COOLER on VICIT UMSA"
2025 Field Notes Images,B1 - Survival,IMG_4082.HEIC,1,"Q1: 41 | Q2: M | Q3: LA | Q4: 3 | Q5: Yeti | Q6: multiple Pair of shoes | Q7: 6 | Q8: just have conversations with everyone learning how everything works including how the org comes, and how default works and combine it to be a better human myself"
2025 Field Notes Images,B1 - Survival,IMG_4071.HEIC,1,"Q1: 33 | Q2: Female | Q3: Bend, OR | Q4: First time! | Q5: Resiliency, playful spirit | Q6: a lamp dance cage | Q7: 14+ | Q8: Morale, companionship, experiences shared"
2025 Field Notes Images,B1 - Survival,IMG_4066.HEIC,1,No entries found
2025 Field Notes Images,B1 - Survival,IMG_4067.HEIC,1,"Q1: 34 | Q2: Male | Q3: Seattle WA | Q4: First Time! | Q5: Generators | Q6: Generatiz | Q7: 15 days | Q8: Tips, Advices."
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4028.HEIC,1,"Q1: 56 | Q2: M | Q3: Oakland, CA | Q4: 4 | Q5: WHEN PEOPLE HAVE Specific expectations of how they think the experience ""should"" look... | Q6: Staying open, minimal expectations. | Q7: Joy, some anxiety, Connection, irritation | Q8: Carrying a tub of urine to the porta potties w/ people cheering me on | Q9: NA | Q10: The stormy sky"
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4022.HEIC,1,No entries found
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4024.HEIC,1,Q1: 33 | Q2: ♀ | Q3: Montreal | Q4: [Blank] | Q5: my own mind | Q6: interactive art
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4024.HEIC,2,"Q1: 25 | Q2: female | Q3: southeast Georgia, USA | Q4: 1 | Q5: Shark, prvledge, men, bathroms | Q6: art, beauty of the playa | Q7: confusion, joy, annoyance, | Q8: can't remember | Q9: Hunger, unmet expectations, the temple | Q10: sunset, sunrise, expansiveness art, dust storms"
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4023.HEIC,1,No entries found
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4025.HEIC,1,"Q1: 22 | Q2: F | Q3: San Francisco | Q4: 1 | Q5: Haven't heard anything that negative tbh | Q6: Boyfriend loves solving problems that require mental simulation of how physical objects will fare | Q7: Calm, curious | Q8: N/A | Q9: Biking harder than I knew I could last night, trying desperately to keep up with a few friends, giving up right before the end -> I overall enjoyed this experience though | Q10: Lights at night | Q10: Learning ASL | Q10: The storm!"
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4029.HEIC,1,"Q1: 53 | Q2: F | Q3: Santa Cruz, CA | Q4: 3 | Q5: No negatives! (maybe a little expensive) | Q6: meeting new people, seeing camp family, experiencing all the things | Q7: community, freedom, feeling young again | Q8: funny snarky comment from camp mate | Q9: not yet | Q10: enjoying sheltering in the lee of art during white out, men rain then calm after the storm, almost alone on playa-amazing"
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4029.HEIC,2,Q1: 1.21 | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: Heat & $ | Q6: L | Q7: 30% | Q8: my f | Q9: KATI | Q10: [Blank]
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4027.HEIC,1,"Q5: [Blank] | Q6: CURIOUSITY | Q7: even / listen open minded | Q8: [Blank] | Q9: [Blank] | Q10: the landscape / the desert the sunset, lastnight (high drama)"
2025 Field Notes Images,E2 - Relationships,IMG_4044.HEIC,1,"Q1: 1.23 | Q2: MALE | Q3: NJ EAST COAST BEST COAST! | Q4: 1 | Q5: EVERY DAY, TWICE SINCE THIS MORN | Q6: YES CURRENTLY, I AM WITH FRIENDS & WE TRUST EACHOTHER & HAVE SELF CONTROL! | Q7: IT'S MORE TRUE PEOPLE OR TRUER TO THEMSELVES WHICH IS REALLY REFRESHING"
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4030.HEIC,1,Q1: 53 | Q2: Mele | Q3: South Lake Tahoe | Q4: 15 or 30 since 2007 | Q5: To many IBEZA Fuckers | Q6: Lots vs LSD.!!!
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4030.HEIC,2,Q1: 21 | Q2: female | Q3: South Georgia | Q4: 1 | Q5: Heat & Bumpy roads | Q6: the people | Q7:  | Q8: my friends | Q9: lots of shit | Q10: Art
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4030.HEIC,3,"Q1: 36 | Q2: Female | Q3: THE GOLDEN ISCES - Georgia | Q4: 1 | Q5: RICH PEOPLE, DISGUSING PORTA POFFIES, HEAT | Q6: ART, PRETTY LIGHTS, GIFT ECONOMY | Q7: JOY, ANNOYANCE, CREATIVITY, WONDER | Q8: KATIE | Q9: THE TEMPLE AND MY GF | Q10: MOST OF THE ART"
2025 Field Notes Images,E2 - Relationships,IMG_4041.HEIC,1,No entries found
2025 Field Notes Images,E2 - Relationships,IMG_4045.HEIC,1,"Q1: 68 | Q2: M | Q3: Reno | Q4: 22 | Q5: No | Q6: [Blank] | Q7: More sex, dancing + time together w/out interference from default world"
2025 Field Notes Images,E2 - Relationships,IMG_4045.HEIC,2,"Q1: 39 | Q2: MALE | Q3: CARLISLE, UK | Q4: 6 | Q5: I HAD A WONDERFUL CONVERSATION WITH SOMEONE I FELT SAFE TO SHARE A DEEP SEURET WITH, AND LEFT FEELING IN LOVE. | Q6: YES, SAME PARTNER FOR ALL BURNS, SOME TOGETHER & BOTH HAVE DOVE BURNS APART. - NO REGRETS. MAKE SURE YOU TRUST EACH OTHER - BE PREPARED TO ALLOW, ACCEPT AND HELP YOUR PARTNER TO BE WHO THEY WANT TO BE & HAVE THE BURN THEY WANT."
2025 Field Notes Images,E2 - Relationships,IMG_4043.HEIC,1,Q1: 40 | Q2: Male | Q3: Berlin | Q4: 1 | Q5: Not yet CENSUS | Q6: No | Q7: People here is incredible!
2025 Field Notes Images,E2 - Relationships,IMG_4043.HEIC,2,"Q1: S1 | Q2: F | Q3: Nevada/California | Q4: S | Q5: No | Q6: Yes, with, no swinging Killedus divorced now | Q7: Wonderful"
2025 Field Notes Images,E2 - Relationships,IMG_4042.HEIC,1,No entries found
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4034.HEIC,1,"Q1: 55 | Q2: F | Q3: NY | Q4: 1 | Q5: nothing, don't kill | Q6: Smarter | Q7: yeah, | Q8: Sex | Q9: Bad place in Life, otherwise all good"
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4032.HEIC,1,"Q1: [Illegible] | Q2: Male | Q3: Tahoe | Q4: 1 time | Q5: Not many, one. AI | Q6: The human brain, machine power | Q7: Yes, because absorbing data decides | Q8: I think any But machine both | Q9: [Blank]"
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4039.HEIC,1,Q1: 44 | Q2: Female | Q3: AMSTERDAM | Q4: 1x | Q5: Self reflection | Q6: emphathy & psychic abilities | Q7: maryse | Q8: kundalibi & pinimial awaheninos & tantra | Q9: Nope
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4038.HEIC,1,"Q1: 20 | Q2: F | Q3: Alameda, CA | Q4: First time! | Q5: our ability to conceptualize of our existence + understand our place in the World | Q6: [Blank]"
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4035.HEIC,1,Q1: 46 | Q2: Female | Q3: Utah | Q4: 5 | Q5: [Blank] | Q6: [Blank] | Q7: No
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4037.HEIC,1,Q1: 48 | Q2: M | Q3: Louisville KY | Q4: 19 | Q5: Endurance | Q6: Feelings | Q7: No | Q8: Depth of Connection | Q9: [Blank]
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4031.HEIC,1,No entries found
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4040.HEIC,1,"Q1: 46 | Q2: Male | Q3: CA- Bay Area | Q4: 4th burn | Q5: Capability for abstract thought, capability for prediction | Q6: Actual life expericace - including emotional reactions & am areness. as opposed to just cold training data. | Q7: No, because of the biological hatare-including physical fragilis of a biological human. | Q8: How things a experiences feel a as a result, how the affect you. | Q9: Semi-autistic. Have this deep belief that humans ん machines are cod will algo always be) different."
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4036.HEIC,1,"Q1: 22 | Q2: Female | Q3: Virginia or Tokyo | Q4: Ast | Q5: Language even arbitary | Q6: Logic of Language | Q7: Moral is arbitary and objectively defined by human. If we decided to not value machine's moral, it'll never have the same moral worth as a human, WE are the judge and the rule. | Q8: Believing I'm a human and being recognized as a human. A privilege to be borned with. A mochine must eam it through a TEST. | Q9: Used to be a linguistist arel way be biased, but does it matter?"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4147.HEIC,1,"Q1: [Blank] | Q2: Female | Q3: [Blank] | Q4: [Blank] | Q5: Yes. I Ioch live c pesht dild for lesbians. Living in FL, thre me some 1st grest assumphas/expenses that come w/ it | Q6: Yes. Cthis bred it I hated t. I Wesn't me. | Q7: Not at all, have we are all peeple | Q8: Yes, only te express impoff Serther. I leened to solf expressin"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4150.HEIC,1,Q1: 43 | Q2: M | Q3: BRC | Q4: = | Q5: Yes | Q6: [Illegible] No | Q7: No
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4156.HEIC,1,"Q1: 29 | Q2: Female | Q3: Puerto Escondido, Mexico | Q4: [Blank] | Q5: Yes, I am tall ^ blonde so get harassed by stupid boys always | Q6: No, I like fucking up stupid boys | Q7: Not at all | Q8: No"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4156.HEIC,2,Q1: 39 | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: [Blank] | Q6: [Blank] | Q7: [Blank] | Q8: [Blank]
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4149.HEIC,1,Q1: [Blank] | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: [Blank] | Q6: No (see answer 6)
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4157.HEIC,1,"Q1: 33 | Q2: F | Q3: Calgary, AB, Canada | Q4: First Time | Q5: Yes, I am a white women and have privilege | Q6: Yes, I have alot of tattoos, piercings, dyed my hair and wild colours to change my appearance | Q7: Yes, I wear outfits fit the culture"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4157.HEIC,2,"Q1: 39 | Q2: M | Q3: Calgary, AB, Canada | Q4: First time | Q5: No, free about it | Q6: No, never alter myself | Q7: No"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4157.HEIC,3,"Q1: 40 | Q2: M | Q3: Kelaina, BC, Canada | Q4: Third Time | Q5: stinky wooks suck | Q6: No, I fucken Rule | Q7: Nope"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4146.HEIC,1,Q1: 34 | Q2: Whale | Q3: Seattle WA | Q4: 1st | Q5: Skin | Q6: No | Q7: A bit. I am Asian. Seen since we have a large population | Q8: different Chinese are so diverse there are some stereotypes.
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4146.HEIC,2,Q8: Stay with 10 principles. Stay Chinese culture. Share more loves.
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4145.HEIC,1,No entries found
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4144.HEIC,1,No entries found
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4153.HEIC,1,"Q1: 34 | Q2: m | Q3: San Francisco | Q4: 9 | Q5: White, middle class in SF so not really my mannersuns | Q6: Yes, I got tattoos try to differennt mureest. | Q7: In realatity we creare n control our interactions and we can so that default | Q8: ""Bang now burner Ha"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4152.HEIC,1,"Q1: 1,61 | Q2: F | Q3: Arizona | Q4: 5 | Q5: Yes, lesbian, older | Q6: Eyebrow piercing - looked at Sunny in & Moemen City | Q7: no | Q8: no. We all bleed Red Regardless of ""who"" we are"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4155.HEIC,1,Q1: 43 | Q2: M | Q3: SAN FRANCISCO | Q4: 3 | Q5: Yes :- ist night; asked my wife out here | Q6: Yes: - anticipation band on what others shared | Q7: Gradual | Q8: Yes--more connected | Q9: Interactions with rowppl
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4148.HEIC,1,"Q1: 42 | Q2: Female | Q3: Gerlach, NV | Q4: 10 times! | Q5: yes, I am a Black female and often times lam the only person who looks like me in a particular location. Offen times it either draws more attention/interaction (which can pe uncomfortable + unwanted and others I am ignored (which 13 the same result) | Q6: No. I am always unapolageticaly myself | Q7: Yes. I am often invited to 21 PBC friendly spaces, thanked"
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4154.HEIC,1,"Q1: 1.43 | Q2: F | Q3: San Diego, CA | Q4: 7 | Q5: yes. I am born into a lot of privlage based on my appearance | Q6: No | Q7: My privilege in the default world directly impads my experience on playa in that it has probably contributed to my finances which allow me & bebeud hygenine fun costumes on playa. It's mpossible to separade default from playa. | Q8: No"
