year,folder,subfolder,filename,entry_index,question_family,norm_age,age_band_nextgen,next_gen_flag,norm_gender,norm_region,norm_burn_count,tenure_band,answered_open_questions,response_len_words,response_text_combined
2024,2024 Field Notes Images,C3 - Emotions,IMG_2638.HEIC,2,Emotions & Experiences,58,40+,0,M,US Other,9,Veteran,4,9,"Joy, Curiosness, Play My Friends My Fruits My Fekuls"
2024,2024 Field Notes Images,C3 - Emotions,IMG_2663.HEIC,1,Emotions & Experiences,,Unknown,,O,US Other,,Unknown,4,17,CONTE MA/HO/NO CASH LOST PHORES PHONES + MAHY RU'S EXPRGHIUS - FAV WIFI CISTEN - ACT - DUHT PRETEND
2024,2024 Field Notes Images,C3 - Emotions,IMG_2629.HEIC,1,Emotions & Experiences,,Unknown,,U,Unknown,,Unknown,0,0,
2024,2024 Field Notes Images,C3 - Emotions,IMG_2633.HEIC,1,Emotions & Experiences,62,40+,0,F,Local/West,5,Veteran,4,29,The Gaaut! Figuring out how to do something using a tool! The passing of my step mother The beauty of the imagination - All of the wonders I found @ the Burn today
2024,2024 Field Notes Images,C3 - Emotions,IMG_2664.HEIC,1,Emotions & Experiences,,Unknown,,F,Local/West,5,Veteran,4,31,"Openess, anxiety, love, contentness, truth of the universe, a lady names Generator who brought her absinthe the the cocktail party delicious food and love for my partner the playa & all the possibilities"
2024,2024 Field Notes Images,C3 - Emotions,IMG_2652.HEIC,1,Emotions & Experiences,33,30-34,0,M,US Other,,Unknown,4,39,"Wonder, delight, a little bit overwhelmed, uncertainty. My friend Michael smelled my underwear So far, nothing Walking from here to the edge of Playa at Bam when I first arrived, and looking out over the vast expanse of light + desert + say"
2024,2024 Field Notes Images,C3 - Emotions,IMG_2652.HEIC,2,Emotions & Experiences,39,35-39,0,M,Local/West,11,Elder,4,29,All of Them A performance art on-the-fly idea we had and executed. Ae Seeing a camp for supporting of parents he who have lost their children. Several arm installations.
2024,2024 Field Notes Images,C3 - Emotions,IMG_2649.HEIC,1,Emotions & Experiences,27,25-29,1,O,Local/West,1,Virgin,4,17,Carefree Spread Cheeks not hate' The nova exhibit How fast the art caus zoom avand is impressive
2024,2024 Field Notes Images,C3 - Emotions,IMG_2649.HEIC,2,Emotions & Experiences,33,30-34,0,F,US Other,2,Sophomore,4,12,"empowerment, treedom, joy crying in a breathwork workshop キッ Playa dust in the moonlight"
2024,2024 Field Notes Images,C3 - Emotions,IMG_2665.HEIC,1,Emotions & Experiences,26,25-29,1,O,US Other,2,Sophomore,4,14,"excitement, joy, anxiety, curiosity Random chat w/a Stranger I haven't! all the lights of the city"
2024,2024 Field Notes Images,C3 - Emotions,IMG_2653.HEIC,1,Emotions & Experiences,39,35-39,0,O,Local/West,3,Sophomore,4,14,Burning / Growth/ My BFF Not understandong Pi (Bad on Empty Souls The Community @BM
2024,2024 Field Notes Images,C3 - Emotions,IMG_2653.HEIC,2,Emotions & Experiences,35,35-39,0,F,US Other,4,Veteran,4,12,"Euphoria, Belonging, Awe, love, joy, anxiety, Sadness, My Fiends Remembering loss Everything"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7718.JPG,1,Diversity & Inclusion,36,35-39,0,F,US Other,3,Sophomore,4,40,I find wearing heals gives me an immense amount of powerful female energy. My self expression is free. Sometime aging and appearance creeps in but I see so many beautiful woman years older than me. Everything is accepted here in my experience. N/A
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7687.JPG,1,Diversity & Inclusion,39,35-39,0,M,US Other,,Unknown,4,22,"Yes, the fire service has its oun normo & taboos. & Grew ove my manchu queue. Yes ONLY IN MOSTLY POSITINE WAYS. NOT yet."
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7687.JPG,2,Diversity & Inclusion,44,40+,0,M,Local/West,1,Virgin,4,36,"Yes -Skin/hair color, Heritage, accenct make people question things. ""I thought all Finnish people had blonde hair & blue eyes. Yes, I'm a Brit, I'm a Finn, I'm from CENSUS heritage and I have to choose to please No No"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7695.JPG,1,Diversity & Inclusion,31,30-34,0,F,Local/West,,Unknown,4,43,"yes. It makes me less approachable to the people I get along w/best. hair is dyed. It makes me seem more stereotypical, (same as #5) But helps my clients, yes. different colored, hair makes a huge difference. more intersting clothes/creative too. yes (for purpose in #7)."
2024,2024 Field Notes Images,C3 - Emotions,IMG_2659.HEIC,1,Emotions & Experiences,53,40+,0,F,US Other,3,Sophomore,4,23,"Happiness, tiredness, joy My campmate's incessant talking and pearls of wisdom Nothing yet The birdcage heart art sculpture, The helix mirror art sculpture"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7709.JPG,1,Diversity & Inclusion,30,30-34,0,M,US Other,1,Virgin,4,15,No No More unique is better? I try to express my truest self and be unique.
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7691.JPG,1,Diversity & Inclusion,43,40+,0,M,Local/West,2,Sophomore,4,38,"LIVING IN HAWAII I Have been treated favorably based on my CENSUS background. When I was younger for jobs, but not now. [Illegible] Express myself more which has affected my attitude & interactions w/ others (favorably). MODIFIED based on my Self - CENSUS"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7691.JPG,2,Diversity & Inclusion,58,40+,0,M,Local/West,13,Elder,4,81,"Not that I've noticed Yes. After 10/7, I wore a shirt that clearly identified me as Jewish and went out shopping. A few people came up and talked to me about the attack. They all expressed sympathy and support and two of them hugged me. Yes - The biggest, most common form of discrimination at BRC is AGISM. I don't mean to make a big deal out of it. It's not that much of a problem, but it happens. Maybe. I guess I might try to make myself look younger a bit."
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7694.JPG,1,Diversity & Inclusion,39,35-39,0,F,Local/West,3,Sophomore,4,55,"Yes, I work with individuals w/ developmental + mental + intellectual disabilities - so it can sometimes be difficult to break molds or be outside what is expected. Yes sometimes I feel like I have to mute my true self & thoughts Not really, but I am an overthinker so I feel like it sometimes, often not rationally Not really but sometimes yet self conscious"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7696.JPG,1,Diversity & Inclusion,37,35-39,0,M,US Other,,Unknown,0,0,
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7705.JPG,1,Diversity & Inclusion,35,35-39,0,F,Local/West,1,Virgin,4,94,"Yes. I'm white + American + able-bodied, and have always been Overweight. Some tinies more overweight than other times.. Having lived across that spectrum ppl treat me much better when lin in a smaller body. Warmer, friendlien, more helpful, more eager to engage with me. Of course. The pressure to be thin is great. There is suffering in the way ppl treat me in the bugger body, and suffering in the pharsuit of thinness. Yes, this still is present here. Not much I can do about it in the moment, I just have to meditate on self-acceptance."
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7705.JPG,2,Diversity & Inclusion,52,40+,0,M,Local/West,17,Elder,4,6,"Langage Good Vibes, ART ARD ART"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7711.JPG,1,Diversity & Inclusion,39,35-39,0,F,US Other,,Unknown,4,13,"Yes, language, Skin Too White For Mexican TooTall For Bispanic.. NO YES No."
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7711.JPG,2,Diversity & Inclusion,,Unknown,,O,Local/West,,Unknown,1,9,"NOPE, JUST BEING MYSELF HAS BEEN ACCEPTED W/ OPEN ARMS."
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7704.JPG,1,Diversity & Inclusion,34,30-34,0,O,Local/West,3,Sophomore,3,22,"yes, being more open and kind yes, no phone on dancefloor etc, helping others yes, Chat with others, sharing my stuff w others"
2024,2024 Field Notes Images,C3 - Emotions,IMG_2632.HEIC,1,Emotions & Experiences,59,40+,0,F,Local/West,3,Sophomore,4,34,"Jox, exhaustion, anxiety / fear, FOMO, desire, Sadness, awe The Sunscreen guy (he's a comedian) My partner leaving me behind too long Dust Fish Cirus show, many installations on the playa, the Satellitte night air show"
2024,2024 Field Notes Images,C3 - Emotions,IMG_2632.HEIC,2,Emotions & Experiences,40,40+,0,F,Local/West,2,Sophomore,4,18,"Overwhelmed, Excited, fun Diffrent outfits My husband frustrated w/me for take too lomm CENSUS and the ""DREAM"" tunt"
2024,2024 Field Notes Images,C3 - Emotions,IMG_2648.HEIC,1,Emotions & Experiences,33,30-34,0,F,US Other,,Unknown,4,12,"Yay, happiness, excitement. revousness Man giving me burga Yogo The nighttime lights"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7712.JPG,1,Diversity & Inclusion,41,40+,0,NB,US Other,4,Veteran,4,93,"Yes, outward appearance, my race, gender expressions have created unwanted interacting - especially amplified in 2020 dum COVID as an Asian person, I've also received verbal harrassment as a visibly queer person w/ ambiguous gender. Code-switaminy in both mannerism of outward appearance can be a survival mechanism and a way to better access resources / Social capital. As I come more into my own being a vers I modify leas) acceptana, hourtvers Just myself. Although BRC is much more open ther in default world, the same markers of identity can come into play in social interactions. E.g. implicit bias, preferential treatment. Fuck no!"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7706.JPG,1,Diversity & Inclusion,56,40+,0,O,US Other,5,Veteran,4,59,"Yes, I feel safe at BM Yes, I have had difficulty expressing myself through my wardrobe choices No, I can be me, although it takes a few days to transition. Yes, in my theme camp, People that came to meetings about consent, then forced themselves on me. everybody needs to be open to growth/healthy change Left camp to open camp this year"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7706.JPG,2,Diversity & Inclusion,35,35-39,0,F,Local/West,2,Sophomore,4,53,YES - Being a POC women in America having to uphold asian cultural norms as well as white scandards I don't know yes - aces of service kicks up a lot which is dominant in Asian culture Yes - To Be more open to new experiences than might not Be appropriate in default world (aka getting my books touched)
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7703.JPG,1,Diversity & Inclusion,1,<25,1,O,US Other,4,Veteran,4,31,"Daily, Yes, ""white"" Corporate Peapre take me slighty mire seria's Yes, minimun skin color. Painter (white) gets trented Better & peupe are friendlier to him. I am mix race. act & talk more ""white"""
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7717.JPG,1,Diversity & Inclusion,39,35-39,0,F,Local/West,3,Sophomore,4,108,"yes, 100% - I'm a Black asgender female so I know for a fact that my identity impacts my interactions. Sometimes white/non Black people genuinely seem not to understand that Black ppl are humans just like anyone else, It happens less on playa but still common enough No - I refuse to! That's one reason I love Burning man, because we are encouraged to embrace our full selves. I do feel that I was judged unfairly at a particular camp because I am Black and the bartender was weird about interacting w me Hell No. But one thing I have appreciated about BM is the emergence + growth of the Black Burner Project, it's great to see more of us out here!"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7688.JPG,1,Diversity & Inclusion,55,40+,0,F,US Other,2,Sophomore,4,27,"Goth, Alternative, mom, age dress normal & :) a little, people do watch out a bit it seems U2nd No, if I'm not accepted here not Sure where I will be lol."
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7688.JPG,2,Diversity & Inclusion,42,40+,0,O,Local/West,,Unknown,3,11,"ZADICAL SELF RECIANCE All of them I am a kinder, CENSUS One, pesanier"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7702.JPG,1,Diversity & Inclusion,23,<25,1,M,US Other,1,Virgin,4,21,yes - I have a sweeting condition witch manes life hard yes - tattoos yes - I am the Vihing NO - I'M Jas having fun being me
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7689.JPG,1,Diversity & Inclusion,65,40+,0,O,US Other,6,Veteran,4,41,Hispanic & in University would in hand science field-you bat my edors gender I wean chithes thetand peuple that I am a woman. Namu chaurye me for anyone else. Not really-most people ar looky at ny hu on y I got to Playal I No charges!
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7689.JPG,2,Diversity & Inclusion,38,35-39,0,F,US Other,7,Veteran,4,43,"Of course. I am aware of my privilege and how it allows me to confidenty access almost any space. I choose Confidinty access NO. Way, way way CENSUS the priklejk is Still there I modify my appearance sdey for my run pleasure, which I rнсорнізо is also a priviledge"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7701.JPG,1,Diversity & Inclusion,44,40+,0,O,Local/West,,Unknown,4,16,"YES, HEAVILY MOPIFIED BODY, FAGAL TATTOOS BODY MODIFICACTION PRACTIONNER FOR 11 YEARS YES, COMPLIMENTED OFTEN INS CLOTHES"
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2963.HEIC,1,Symbolism,27,25-29,1,F,Local/West,1,Virgin,2,34,"Absolutley, It is The most Precing, To die for, adventurous experience in my life. I Bust Priends Felt lots of lo many Communitert made sood Live life To The a begolute Rulles Live in Te moment"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7700.JPG,1,Diversity & Inclusion,35,35-39,0,F,US Other,7,Veteran,4,30,"White Cuban Woman Yes, leading to an eating disorder. No, these are all me putting my own expectations on myself. Yes, to be more pleasant, mere to fit in, etc."
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7700.JPG,2,Diversity & Inclusion,54,40+,0,M,Local/West,18,Elder,4,11,"No No yes, at st I look like I have answers Costumery, yes"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7719.JPG,1,Diversity & Inclusion,59,40+,0,M,Local/West,14,Elder,3,12,"Yes I Am more open yes, Furryabare yes, much more open and Creative"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7719.JPG,2,Diversity & Inclusion,27,25-29,1,F,US Other,2,Sophomore,4,70,"yes, of a woman remeting other people expect me to make space for them by default. I'm also short. (5'2"") yes, adopted a more businesslike form of speech to get more respect, otherwise think I have an Asian American accent no. people seem to approach me with an extremely Man slate-the connections we have seem far more important than the slots I happen to fit into. no!!! and thats what I love about being here."
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2959.HEIC,1,Symbolism,30,30-34,0,O,Local/West,1,Virgin,3,67,"yes burns encourge me to create. they help the reset hope, faith, Connection to higher power, Surrender of ego. They help me enjoy life. They expand my Support Network Celebration of Humanity Grief, not much because grief and experiencing it is somenaw so familiar and so foreign to me I think it ""Should mean more"" I hel like it just shoud mean Piesence & grief. a rew, expanded Kind of givef."
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2959.HEIC,2,Symbolism,33,30-34,0,M,US Other,1,Virgin,3,44,"yes Burning Man & its ethos has been a major inspiration into all facets of my life for over a decade. VALUES, MUSIC, ART,etc the short time we have on this Earth - what are we going to make of it? a place of tranquility to contemplate life"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7698.JPG,1,Diversity & Inclusion,34,30-34,0,F,Local/West,4,Veteran,4,74,"Yes. People automatically Switch to English or high German when addressing me even though I am a native Swiss German speaker 100. Sometimes they don't even switch back when I respond in Swiss German. I gravitate away from Chinese Clothing, symbolisms, etc. Haditionally Not more than in the default world. Here, too, people are not satisfied with my auswer when asked where I'm from. They are looking for an explanation for my decent, and Asianness. Lomixd British (American No"
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7698.JPG,2,Diversity & Inclusion,24,<25,1,F,Local/West,11,Elder,4,18,"No because i can't Care what others think Of me. NAUR Yes, definetily No expignation SAME Question repeated i think"
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2962.HEIC,1,Symbolism,35,35-39,0,O,Local/West,8,Veteran,3,58,Burning Man is like a big Middle school to college Reunion and I Love The unaduttered Human Spirit Here. Truly no place like This on Earth quat Question! I quess the Man Symbol Just Reminds Me of How Lucky I am To Have grown up arend Burning Man culture My Entire life The tragic nature of what it wreans to be Human. A
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2962.HEIC,2,Symbolism,34,30-34,0,M,US Other,3,Sophomore,3,20,There is no place like here to shere or see or LOVE people like HOW THEY ARE #NAME? LiFE & Stories
2024,2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7710.JPG,1,Diversity & Inclusion,29,25-29,1,F,Local/West,1,Virgin,3,84,"I AM ADHD/AUS NO MATTER HOW HARD I TRY I HAVE NEVER FIT IN. I AM AN OLD SOUL & YET ACHILD & ALWAYS OUTCAST BC OF MY SPARKLE I USED TO DYE MY HAIR BLONDE TO FIT IN (IMA BRUNETTE) DRESS LIKE EVERYONE ELSE. BUT NOW THAT I HAVE STARTED TO STOP CARRING ABOUT WHAT OTHERS THINK, I DYE MY HAIR PINK & WEAR ALL PINK & DRESS COLORFUL & SILLY I AM SO HAPPY. BUT LONELY PEOPLE LOVE MY LOOK & THAT IS A NEW EXPERIENCE FOR ME. TO BE MYSELF & PPL SMILE & NUT SKOFF & SKOWL."
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2968.HEIC,1,Symbolism,77,40+,0,F,Local/West,1,Virgin,3,22,"yes- the people, theer Stories, the visual-. art, people expresscon & way more still working-new just borning Very spiritual peacofeo & free thoughts"
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2968.HEIC,2,Symbolism,53,40+,0,O,US Other,9,Veteran,3,29,"IT DOES. INSIPRES CREATUITY, EXPRESSION & EMOTIONAL GROWTH. MY CAMP SOLIDIFIES QUALITY, FAMILY, & UNITY. I DEAS FLOW ON THE PLAYA THAT LEAVES CASTING MEMORIES & INSPIRATION FOR REINTEGRATION. LETTING Co. NEW BEGINNINGS."
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2964.HEIC,1,Symbolism,28,25-29,1,F,Local/West,4,Veteran,3,10,"absolutely, it makes me feel free individuality & self expresssion release"
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2964.HEIC,2,Symbolism,43,40+,0,M,Local/West,7,Veteran,3,10,"Yes, open myself to more possibitly Going home Sadness - release"
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2964.HEIC,3,Symbolism,38,35-39,0,O,US Other,,Unknown,3,7,Hope in humanity hof sare yet Home
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2964.HEIC,4,Symbolism,76,40+,0,M,US Other,4,Veteran,3,14,YES - TO BE MORE EXCEPTING THE HUMANITY IN ALL OF US. HEIGHT OF EMOSIONS
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2961.HEIC,1,Symbolism,37,35-39,0,F,US Other,5,Veteran,3,9,"Yes, as a creative atlet unity A place of peace & memories"
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2967.HEIC,1,Symbolism,43,40+,0,M,US Other,1,Virgin,3,32,"Yes. It inspires me to connect with others and make cool stuff, Coming together and sharing a cool experience with people A place to relax and reflect on your life and others in it"
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2967.HEIC,2,Symbolism,52,40+,0,M,US Other,3,Sophomore,3,55,YES - I HAVE LEARNED THAT I CAN LOVE AGAIN AND MAKE MEANINGFUL HUMAN CONNECTIONS NOTHING DEEP - ITS AN EXCITING EFFIGY AND EVENT TO BRING PEOPLE TO A COMMON PLACE TO PARTY AND CONNECT THE TEMPLE TO ME IS AN EXQUISITE ART INSTALLATION TO MARVEL AT. IT IS AN AMAZING EPHEMERAL PLACE TO BE REMEMBERED BUT NOT SEEN AGAIN.
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2966.HEIC,1,Symbolism,33,30-34,0,F,Local/West,1,Virgin,3,48,"Yes, makes me more open to people and experiences. Letting go of societal norms and expectations. A place to say goodbye and let go of the loss and pain that's a part of evryone's lives-and also to real vo that we all have pain that we hold on to."
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2966.HEIC,2,Symbolism,35,35-39,0,M,Local/West,2,Sophomore,3,13,"yes, wf lots of beatifal art Lots of loy Plans to process faligs"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3283.HEIC,1,Emotions & Experiences,31,30-34,0,M,US Other,1,Virgin,2,4,Long lines Other people
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2960.HEIC,1,Symbolism,36,35-39,0,M,Local/West,2,Sophomore,3,8,"Yes, i den people. Life. Creative. God. love, hope."
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2960.HEIC,2,Symbolism,72,40+,0,F,US Other,8,Veteran,3,13,Yes. Restores my faith in people - Husbands ashes there in the 1st year (2011)
2024,2024 Field Notes Images,B2 - Symbolism,IMG_2969.HEIC,1,Symbolism,36,35-39,0,M,Local/West,3,Sophomore,3,23,It is the most unige art stage where I can show off my Creations Unity It represents healing and memories Of our Loved ones.
2024,2024 Field Notes Images,H1 - Experiences,IMG_3295.HEIC,1,Emotions & Experiences,67,40+,0,F,US Other,4,Veteran,2,10,spread rumours my friends who have been coming for 10-36 years
2024,2024 Field Notes Images,H1 - Experiences,IMG_3260.HEIC,1,Emotions & Experiences,34,30-34,0,M,Local/West,2,Sophomore,2,6,Dehydration & Dust storms Full self expression
2024,2024 Field Notes Images,H1 - Experiences,IMG_3260.HEIC,2,Emotions & Experiences,32,30-34,0,M,Local/West,4,Veteran,2,9,Insta cunts + rain Human bonds & brilliant experiences all around
2024,2024 Field Notes Images,H1 - Experiences,IMG_3276.HEIC,1,Emotions & Experiences,34,30-34,0,F,US Other,2,Sophomore,1,7,too mach drugs and people under influenel
2024,2024 Field Notes Images,H1 - Experiences,IMG_3276.HEIC,2,Emotions & Experiences,34,30-34,0,M,Local/West,1,Virgin,2,16,"Camp, heat, no sleep, dust, preparation over load night-riding, DJ's, new people, being rested + hydrated"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3289.HEIC,1,Emotions & Experiences,37,35-39,0,F,US Other,3,Sophomore,2,3,Heat Kindness everywhere
2024,2024 Field Notes Images,H1 - Experiences,IMG_3282.HEIC,1,Emotions & Experiences,35,35-39,0,F,Local/West,,Unknown,2,27,Drugs have caused a negative experience for me I now have a Fiance my beautiful partner propojed to me at the temple & it was the best moment of my life.
2024,2024 Field Notes Images,H1 - Experiences,IMG_3257.HEIC,1,Emotions & Experiences,35,35-39,0,O,US Other,2,Sophomore,2,42,"-Too much EDM
• An art car drowning out the BR Philharmonic
• Too much gasoline Consumption
- thats nor LNT-
... but really y'all the world is burning DO
BETTER LOVE
THE ART
THE Ants
People Striving to be better
Gifting
Stumbling upon unexpected beauty"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3257.HEIC,2,Emotions & Experiences,31,30-34,0,M,US Other,1,Virgin,2,18,"the gist at the experience The vibe! Just participate
Come with a goal on
what you want to bring"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3266.HEIC,1,Emotions & Experiences,41,40+,0,O,US Other,,Unknown,2,5,Not doing camp duties Campfir
2024,2024 Field Notes Images,H1 - Experiences,IMG_3270.HEIC,1,Emotions & Experiences,34,30-34,0,M,Local/West,8,Veteran,2,12,sexual assalt e Bubbles & Bass Artit the belief in the Kindess of Strayers
2024,2024 Field Notes Images,H1 - Experiences,IMG_3285.HEIC,1,Emotions & Experiences,59,40+,0,F,Local/West,3,Sophomore,2,52,"The poor condition of the roads. You need to find a way to limit the # of carsttreks on the roads It has seriously limited hay time cruising around the dity, which is what I like to do everything else, than the sals Roads area darlbreaker. won't come back if you don't solve the Problea"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3292.HEIC,1,Emotions & Experiences,27,25-29,1,M,Local/West,1,Virgin,2,9,"Drugs Soverwhelm Interaction with Comps & people no affachenent, bliss"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3250.HEIC,1,Emotions & Experiences,38,35-39,0,F,Local/West,3,Sophomore,2,18,Having any sout of ret expectations and not staying hydrated seep when you can and lead with a smile
2024,2024 Field Notes Images,H1 - Experiences,IMG_3250.HEIC,2,Emotions & Experiences,32,30-34,0,M,Local/West,2,Sophomore,2,4,heat! learninge! experiences! lac!
2024,2024 Field Notes Images,H1 - Experiences,IMG_3251.HEIC,1,Emotions & Experiences,52,40+,0,F,Local/West,1,Virgin,1,6,"Not enough electrolytes, too many drugs"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3251.HEIC,2,Emotions & Experiences,64,40+,0,M,Local/West,5,Veteran,1,27,"I've have had mostly position experience at Burningumar. my negative experienes are more witnessing to managmul moving a way from the original Core philosiples, to amore Commerical feeling..."
2024,2024 Field Notes Images,H1 - Experiences,IMG_3293.HEIC,1,Emotions & Experiences,41,40+,0,M,US Other,1,Virgin,2,49,Persona akpeviena my harial mendwer word cause this experiece Ces plesucon. Feding commeche to Play mage The son sel expertec created afs Satine tot Beler preparat of or Durny Men Civny ir smul pea Vor will ore person are leermy How to ougame like 14 01ch h Find Beaty onl Balara
2024,2024 Field Notes Images,H1 - Experiences,IMG_3293.HEIC,2,Emotions & Experiences,36,35-39,0,M,US Other,2,Sophomore,1,7,Fast Fuching Electric Bille bi my wife
2024,2024 Field Notes Images,H1 - Experiences,IMG_3284.HEIC,1,Emotions & Experiences,35,35-39,0,F,US Other,,Unknown,2,13,"Heat, sanitarn, the openness of living. The vibes / the people / the giving community"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3271.HEIC,1,Emotions & Experiences,41,40+,0,M,Local/West,1,Virgin,2,12,HAVENT HAD RIVY VET THE WORLD IN wich thee been creva Sed-14-
2024,2024 Field Notes Images,H1 - Experiences,IMG_3272.HEIC,1,Emotions & Experiences,39,35-39,0,F,Local/West,4,Veteran,2,19,Too many drugs/partying and not enough slowing down to feel centered/grounded Trusting others & feeling into playa magic
2024,2024 Field Notes Images,H1 - Experiences,IMG_3264.HEIC,1,Emotions & Experiences,70,40+,0,F,Local/West,4,Veteran,2,9,"Heat, Camping International Experience Fantastic Art 24x7 experience Total Acceptance"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3268.HEIC,1,Emotions & Experiences,59,40+,0,F,Local/West,17,Elder,2,14,"Dust, heat, sub, harsh environm, sunstroke Joy, connects, laughs, immersivo, jokes, fun, love, generosity"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3268.HEIC,2,Emotions & Experiences,46,40+,0,F,Local/West,6,Veteran,2,18,"People who are too inebriated, or do not understand consent A readiness to connect & just enjoy the magic together"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3286.HEIC,1,Emotions & Experiences,43,40+,0,F,US Other,1,Virgin,2,15,Drugs - too many trying new things that don't agree Social interactions in low stakes formats
2024,2024 Field Notes Images,H1 - Experiences,IMG_3286.HEIC,2,Emotions & Experiences,57,40+,0,F,Local/West,1,Virgin,2,7,x Positive Vibe - lovely People - art - creativity music
2024,2024 Field Notes Images,H1 - Experiences,IMG_3265.HEIC,1,Emotions & Experiences,71,40+,0,F,Local/West,3,Sophomore,2,8,"cold desert nights Camp members, Family members Burners"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3290.HEIC,1,Emotions & Experiences,33,30-34,0,M,Local/West,1,Virgin,2,3,None The People
2024,2024 Field Notes Images,H1 - Experiences,IMG_3253.HEIC,1,Emotions & Experiences,51,40+,0,F,US Other,5,Veteran,2,16,"poor planning, not reading the survival guide openess to serendipity, leaving specific expectations at the gate"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3253.HEIC,2,Emotions & Experiences,29,25-29,1,F,US Other,,Unknown,2,34,"Negative experiences from those I know are mainly related to being underprepared Positive experiences have involved immediacy-hopping on an art car, going to fill out your passport, make new friends, getting more involved, volunteering"
2024,2024 Field Notes Images,H1 - Experiences,IMG_3249.HEIC,1,Emotions & Experiences,,Unknown,,U,Unknown,,Unknown,0,0,
2024,2024 Field Notes Images,H1 - Experiences,IMG_3278.HEIC,1,Emotions & Experiences,32,30-34,0,F,Local/West,1,Virgin,2,12,Passive agressiveness The vast size and things to do at all haus
2024,2024 Field Notes Images,H1 - Experiences,IMG_3278.HEIC,2,Emotions & Experiences,51,40+,0,O,US Other,2,Sophomore,2,9,Porty Pofties stink and one gross No time limits
